   0.00829   0.02236   1.13947   0.52592   0.03464   0.00000   0.28955   0.52567   0.02056
   0.00875   0.02303   2.47982   0.56439   0.07900   0.00000   0.33043   0.56413   0.02224
   0.00916   0.02361   3.78989   0.60298   0.12079   0.00000   0.37103   0.60271   0.02385
   0.00955   0.02416   5.16165   0.64410   0.16531   0.00000   0.41400   0.64382   0.02557
   0.00996   0.02476   6.80791   0.69447   0.21906   0.00000   0.46628   0.69419   0.02764
   0.01032   0.02527   8.35522   0.74244   0.26989   0.00000   0.51586   0.74216   0.02964
   0.01067   0.02577   9.91737   0.79126   0.32142   0.00000   0.56620   0.79097   0.03169
   0.01094   0.02616  11.26001   0.83374   0.36598   0.00000   0.60984   0.83345   0.03350
   0.01153   0.02701  14.22502   0.93055   0.46712   0.03078   0.70908   0.93027   0.03773
   0.01204   0.02773  16.87750   1.02194   0.56210   0.11772   0.80248   1.02168   0.04193
   0.01261   0.02855  20.01243   1.13246   0.67651   0.24060   0.91517   1.13223   0.04724
   0.01321   0.02941  23.50241   1.25653   0.80451   0.37240   1.04145   1.25635   0.05353
   0.01375   0.03018  26.84373   1.37666   0.92811   0.50019   1.16354   1.37654   0.05998
   0.01430   0.03097  30.37135   1.50494   1.05981   0.63583   1.29375   1.50490   0.06721
   0.01476   0.03163  33.41674   1.61692   1.17456   0.75381   1.40730   1.61695   0.07384
   0.01532   0.03243  37.27177   1.76064   1.32158   0.90466   1.55291   1.76079   0.08286
   0.01582   0.03315  40.78277   1.89316   1.45697   1.04335   1.68707   1.89344   0.09161
   0.01627   0.03380  44.04828   2.01741   1.58381   1.17317   1.81283   2.01782   0.10007
   0.01686   0.03464  48.36758   2.18473   1.75436   1.34742   1.98203   2.18534   0.11228
   0.01741   0.03543  52.52538   2.34822   1.92086   1.51731   2.14730   2.34907   0.12489
   0.01793   0.03617  56.47243   2.50524   2.08066   1.68024   2.30598   2.50633   0.13754
   0.01845   0.03692  60.49554   2.66759   2.24575   1.84841   2.47000   2.66896   0.15129
   0.01896   0.03766  64.51821   2.83279   2.41363   2.01923   2.63684   2.83449   0.16617
   0.01945   0.03836  68.33056   2.99062   2.57395   2.18230   2.79622   2.99263   0.18079
   0.01991   0.03902  72.00813   3.14592   2.73162   2.34252   2.95303   3.14830   0.19617
   0.02037   0.03969  75.70073   3.30309   2.89115   2.50457   3.11171   3.30586   0.21216
   0.02083   0.04035  79.38256   3.46240   3.05278   2.66865   3.27253   3.46560   0.22926
   0.02127   0.04098  82.88823   3.61562   3.20820   2.82637   3.42721   3.61926   0.24628
   0.02168   0.04158  86.23769   3.76425   3.35892   2.97924   3.57726   3.76835   0.26360
   0.02210   0.04219  89.60712   3.91480   3.51158   3.13404   3.72925   3.91940   0.28155
   0.02252   0.04280  92.97209   4.06809   3.66696   3.29151   3.88400   4.07323   0.30097
   0.02292   0.04337  96.15208   4.21295   3.81381   3.44033   4.03025   4.21861   0.31932
   0.02330   0.04392  99.21844   4.35645   3.95923   3.58761   4.17515   4.36271   0.33911
   0.02369   0.04448 102.29520   4.50046   4.10517   3.73541   4.32057   4.50731   0.35897
   0.01000   0.02513  -1.26031   0.38636   0.00000   0.00000   0.17963   0.38613   0.01599
   0.01062   0.02598  -0.59589   0.40120   0.00000   0.00000   0.19650   0.40093   0.01689
   0.01154   0.02724   0.61584   0.43207   0.00692   0.00000   0.23021   0.43176   0.01837
   0.01220   0.02815   1.61296   0.46023   0.03184   0.00000   0.26031   0.45989   0.01958
   0.01290   0.02911   2.77758   0.49494   0.07175   0.00000   0.29695   0.49456   0.02102
   0.01349   0.02993   3.89196   0.52883   0.10835   0.00000   0.33245   0.52843   0.02239
   0.01406   0.03072   5.03982   0.56427   0.14670   0.00000   0.36939   0.56384   0.02383
   0.01467   0.03156   6.38761   0.60672   0.19203   0.00000   0.41336   0.60627   0.02557
   0.01520   0.03229   7.63484   0.64652   0.23428   0.00000   0.45446   0.64605   0.02722
   0.01570   0.03300   8.88172   0.68666   0.27673   0.00000   0.49580   0.68617   0.02891
   0.01611   0.03356   9.93708   0.72108   0.31294   0.00000   0.53117   0.72058   0.03040
   0.01696   0.03475  12.23657   0.79866   0.39422   0.02460   0.61069   0.79814   0.03384
   0.01770   0.03578  14.25278   0.87075   0.46938   0.09375   0.68440   0.87023   0.03721
   0.01852   0.03693  16.59575   0.95675   0.55871   0.19048   0.77215   0.95623   0.04144
   0.01937   0.03813  19.16176   1.05196   0.65729   0.29267   0.86913   1.05145   0.04639
   0.02015   0.03923  21.58127   1.14298   0.75127   0.39053   0.96171   1.14249   0.05142
   0.02093   0.04034  24.10112   1.23910   0.85032   0.49323   1.05938   1.23865   0.05702
   0.02158   0.04126  26.24956   1.32215   0.93575   0.58164   1.14370   1.32174   0.06210
   0.02237   0.04238  28.93106   1.42754   1.04397   0.69340   1.25060   1.42720   0.06896
   0.02307   0.04338  31.34503   1.52380   1.14269   0.79518   1.34819   1.52355   0.07555
